0.836051285,0.406625181,1.061000109,0,0.85,0.5
0.817804158,0.629126728,0.799999952,1,0.83,0.72
0.804136753,0.750263393,1.25999999,2,0.77,0.84
0.777005553,0.785704017,2.065999985,3,0.68,0.8
0.633530915,0.675582707,3.312000036,4,0.56,0.62
0.500149667,0.451293111,4.366999865,5,0.44,0.38
0.391930074,0.258884102,5.227999926,6,0.32,0.2
0.329807222,0.163098648,5.664000034,7,0.23,0.16
0.222473666,0.203751594,6.944000006,8,0.17,0.28
0.134177446,0.405890822,7.711999893,9,0.15,0.5
